question,language_code,answer
"Le règlement définit-il des exceptions pour le silicium-métal contenant plus de 99,99 % de silicium ?",fr,
"Question: Quelles sont les conditions nécessaires pour qu'un produit puisse être étiqueté comme étant ""issu de l'agriculture biologique"" ?",fr,"

Answer: Pour qu'un produit puisse être étiqueté comme étant ""issu de l'agriculture biologique"", il faut que la matière sèche du produit soit composée à au moins 95 % de matières premières pour aliments des animaux provenant de l'agriculture biologique."
Question: Quel est le montant du plafond individuel pour les produits du code NC 9105 originaires de Chine qui bénéficient de préférences tarifaires en vertu du règlement (CEE) n° 3831/90 ?,fr,"

Answer: Le plafond individuel pour les produits du code NC 9105 originaires de Chine s'établit à 5 182 000 écus."
Question: Quels produits originaires du Brésil sont assujettis à nouveau à la perception des droits de douane à compter du 1er novembre 1993 en vertu du règlement de la Commission européenne ?,fr,"

Answer: Les produits suivants originaires du Brésil sont assujettis à nouveau à la perception des droits de douane à compter du 1er novembre 1993 : 40.0050 5 (1 000 pièces) 6101 10 90, 6101 20 90, 6101 30 90, 6102 10 90, 6102 20 90, 6102 30 90, 6110 10 10, 6110 10 31, 6110 10 35, 6110 10 38, 6110 10 91, 6110 10 95, 6110 10 98, 6110 20 91, 6110 20 99, 6110 30 91 et 6110 30 99. Il s'agit principalement de vêtements en bonneterie comme les chandails, pullovers, gilets, vestes, anoraks et blousons."
Question: Quelles dénominations ont été enregistrées conformément à l'article 7 du règlement (CE) n ° 510/2006 du Conseil sur la protection des indications géographiques et des appellations d'origine des produits agricoles et des denrées alimentaires suite au règlement (CE) n ° 284/2008 de la Commission?,fr,"

Answer: Les dénominations «Lingot du Nord» (IGP), «Cipolla Rossa di Tropea Calabria» (IGP) et «Marrone di Roccadaspide» (IGP) ont été enregistrées en vertu du règlement (CE) n ° 510/2006 du Conseil à la suite de l'adoption du règlement (CE) n ° 284/2008 de la Commission."
Quelles sont les mesures prises par la directive concernant la gestion des déchets des industries extractives pour assurer la stabilité physique et chimique des installations de gestion des déchets après leur fermeture et réduire au minimum les effets néfastes sur l'environnement ?,fr,"

La directive impose aux États membres de veiller à ce que les exploitants prennent des mesures pour assurer la stabilité physique et chimique des installations de gestion des déchets après leur fermeture et pour réduire au minimum les effets néfastes sur l'environnement. Après la fermeture, les exploitants sont responsables de l'entretien, de la surveillance et du contrôle du site et des mesures correctives pour la durée jugée nécessaire par l'autorité compétente. Celle-ci peut décider d'assumer ces tâches à la place de l'exploitant. 
L'exploitant est tenu d'assurer la surveillance de l'installation, notamment de toute structure constitutive, et de veiller au bon état des appareils de contrôle et de mesure. Il doit également s'assurer que les canaux de surverse et les déversoirs sont nettoyés et dégagés. 
En outre, l'exploitant doit notifier sans retard à l'autorité compétente tout événement susceptible de porter atteinte à la stabilité de l'installation et tout effet néfaste significatif sur l'environnement révélé par les procédures de contrôle et de surveillance. Les coûts des mesures correctives sont à la charge de l'exploitant."
Question: Quelles sont les subdivisions territoriales à utiliser pour les enquêtes bovines visées à l'article 6 de la directive 93/24/CEE ?,fr,"
Answer: Les États membres suivent le niveau de la nomenclature commune des unités territoriales statistiques (NUTS) défini dans l’annexe II de la décision de la Commission du 26 octobre 2004 établissant des dispositions d’application de la directive 93/24/CEE du Conseil en ce qui concerne les enquêtes statistiques sur le cheptel et la production du secteur bovin."
Question: Quelle est la hauteur de chute pour l'essai additionnel dynamique mentionné dans la directive du Conseil de 1989 modifiant la directive 87/402/CEE ?,fr,"

Answer: La hauteur de chute pour l'essai additionnel dynamique est calculée comme suit : Hm = 10 × 12 + 4a, où «a» est le rapport entre la déformation permanente et la déformation élastique mesurées au point d'impact."
"Question: Quels sont les produits qui bénéficient des restitutions à l'exportation et quels sont les montants de ces restitutions, tels qu'énoncés dans le règlement ?",fr,"

Answer: Les produits énumérés dans l'annexe du règlement (CE) n° 1501/2006 et les montants des restitutions à l'exportation qui leur sont associés sont spécifiés dans ladite annexe."
"Q: Quels documents de transit communautaire interne ont été introduits suite à l'adhésion de l'Espagne et du Portugal aux Communautés européennes, et comment se distinguent-ils des documents déjà existants ?",fr,"

A: Les nouveaux documents de transit communautaire interne, parallèles aux documents déjà existants, sont le T2 ES, le T2 L ES, le T2 PT et le T2 L PT. Ils se distinguent des documents précédents par leur sigle."
Question: Pour quels produits originaires de Malaisie la Commission européenne a-t-elle rétabli la perception des droits de douane en vertu du règlement (CEE) n° 3147/92 ?,fr,"

Answer: La Commission européenne a rétabli la perception des droits de douane pour les produits textiles de la catégorie 20 (numéro d'ordre 40.0200), notamment le linge de lit (autre qu'en bonneterie), à compter du 2 novembre 1992."
Question: Quelle est la quantité minimale de blé tendre à exporter dans le cadre de l'adjudication prévue par le règlement ?,fr,"

Answer: La quantité minimale d'exportation est de 1 000 tonnes."
Quelles sont les mesures prises pour garantir que le public ait accès à des informations actualisées et précises sur la qualité de l'air ambiant ?,fr,"

Les États membres sont tenus de veiller à ce que le public ait accès à des informations actualisées et précises sur la qualité de l'air ambiant par le biais de médias d'accès facile tels que l'internet, la radio, la télévision ou la presse écrite. Ces informations doivent être fournies gratuitement et porter sur tous les polluants visés par la directive. Les rapports annuels doivent également être mis à la disposition du public et inclure un résumé des niveaux dépassant les valeurs limites, les valeurs cibles, les objectifs à long terme, les seuils d'information et les seuils d'alerte. Les États membres sont tenus de communiquer ces informations à la Commission dans les délais prescrits par cette dernière, en utilisant un format normalisé pour assurer le traitement et la comparaison efficaces des données."
Question: Qui peut offrir de l'huile d'olive à l'organisme d'intervention ?,fr,"

Answer: Toute personne physique ou morale qui peut prouver sa qualité de premier propriétaire de l'huile produite dans la Communauté ou les organisations des producteurs et leurs unions reconnues peuvent offrir de l'huile d'olive à l'organisme d'intervention."
Question: Quels sont les taux des restitutions s'appliquant aux exportations de produits des secteurs des céréales et du riz ne relevant pas de l'annexe I du traité ?,fr,"
Answer: Les taux des restitutions pour les produits énumérés dans l'annexe I du règlement (CE) n° 1043/2005 et à l'article 1er du règlement (CE) n° 1784/2003 ou à l'article 1er du règlement (CE) n° 1785/2003 sont fixés par la Commission européenne dans son règlement (CE) n° 180/2007. Ils varient selon les produits et sont indiqués à l'annexe du règlement."
Question: Quel État membre est concerné par le règlement (CE) n° 1880/2006 de la Commission et quel stock halieutique mentionne-t-il ?,fr,"

Answer: Le règlement concerne le Portugal et le stock halieutique visé est le flétan noir dans la zone OPANO 3LMNO."
Q: Quel est le prix du marché mondial du coton non égrené fixé par le règlement (CE) n° 1007/2006 ?,fr,"
A: Le prix du marché mondial du coton non égrené est fixé à 21,259 EUR pour 100 kg."
Question: Quels sont les niveaux maximaux annuels d'effort de pêche adaptés pour le Royaume d'Espagne dans le règlement (CE) n° 2762/1999 ?,fr,"

Answer: Le règlement (CE) n° 2762/1999 adapte les niveaux maximaux annuels d'effort de pêche pour le Royaume d'Espagne comme suit : une augmentation du niveau maximal annuel d'effort de pêche pour la pêcherie ""engins traînants"" dirigée sur les espèces démersales et une diminution correspondante pour la pêcherie ""engins dormants""."
Question: Quelles sont les quantités pour lesquelles des demandes de certificats d'importation n'ont pas été introduites au cours de la première semaine de septembre 2008 dans le cadre des contingents tarifaires pour les produits dans le secteur des œufs et des ovalbumines et qui seront ajoutées à la quantité fixée pour la sous-période du 1er janvier au 31 mars 2009 ?,fr,"

Answer: Les quantités qui seront ajoutées à la sous-période du 1er janvier au 31 mars 2009 sont fixées à l'annexe du règlement."
Question: Quel est le taux de conversion agricole spécifique à utiliser pour le remboursement des frais de stockage dans le secteur du sucre pour le mois de juillet 1993 ?,fr,"

Answer: Le taux de conversion agricole spécifique à utiliser pour le remboursement des frais de stockage dans le secteur du sucre pour le mois de juillet 1993 est fixé dans l'annexe du règlement (CEE) no 2431/93 de la Commission."
Q: Quelles informations figurant sur la liste jointe au règlement (CE) n ° 2851/98 sont modifiées par la décision de la Commission du 19 octobre 1999 ?,fr,"
A: Les informations sur les bateaux dont la longueur hors tout dépasse huit mètres et qui sont autorisés à pêcher la sole dans certaines zones de la Communauté à l'aide de chaluts à perches dont la longueur totale dépasse neuf mètres."
Question: Quelle décision le Conseil de l'Union européenne a-t-il prise concernant l'utilisation de substances antimicrobiennes pour éliminer la contamination de surface des carcasses de volailles et pourquoi ?,fr,"

Answer: Le Conseil de l'Union européenne a décidé de rejeter la proposition de la Commission concernant un règlement sur l'utilisation de substances antimicrobiennes pour éliminer la contamination de surface des carcasses de volailles en raison des incertitudes scientifiques entourant leurs effets sur la santé humaine et animale et sur l'environnement. Cette décision a été motivée par l'insuffisance des données scientifiques relatives aux dangers potentiels de l'utilisation de ces substances, qui a conduit le Conseil à appliquer le principe de précaution. Le Conseil a encouragé la collecte de données et la recherche afin de pouvoir procéder à une évaluation complète des effets de ces substances."
Question: Quelles sont les quantités pour lesquelles les certificats d'exportation du système B peuvent être délivrés pour les fruits et légumes exportés entre le 1er juillet et le 16 septembre 2001 ?,fr,"

Answer: Les certificats d'exportation du système B pour les oranges, les citrons, les raisins de table, les pommes et les pêches peuvent être délivrés pour les quantités demandées multipliées par le pourcentage de délivrance indiqué dans l'annexe du règlement."
Question: Quel est l'objectif principal du règlement (CE) n° 423/95 du Conseil ?,fr,"
Answer: Le règlement (CE) n° 423/95 du Conseil vise à proroger la durée du programme de reconversion dans le secteur du houblon pour l'Espagne, le Portugal, la Belgique et le Royaume-Uni. La date limite pour la mise en œuvre des plans de reconversion est ainsi repoussée au 31 décembre 1996 pour l'Espagne, le Portugal et la Belgique, et au 31 décembre 1995 pour le Royaume-Uni. Ce report permet de tenir compte des délais nécessaires pour le remembrement des terres et faire face à des retards imprévisibles dans la réalisation des plans initiaux."
Question: Quelles marchandises sont classées dans la nomenclature combinée dans le cadre du règlement (CE) n° 1452/2007 de la Commission?,fr,"

Answer: Le règlement (CE) n° 1452/2007 de la Commission concerne le classement de marchandises spécifiques dans la nomenclature combinée aux fins de leur tarification douanière. La colonne 1 de l'annexe au règlement énumère des marchandises telles que des vêtements en cuir ou des articles de maroquinerie, tandis que la colonne 2 indique les codes NC correspondants auxquels elles sont attribuées. Par exemple, les ""chaussures extérieures en cuir"" sont classées dans le code NC 6402."
Question: Quelles sont les conditions nécessaires pour avoir accès aux documents détenus par la Fondation européenne pour l'amélioration des conditions de vie et de travail ?,fr,"

Answer: Conformément à la décision du conseil d'administration de la Fondation européenne pour l'amélioration des conditions de vie et de travail du 26 mars 2004, tout citoyen de l'Union européenne et toute personne physique ou morale résidant ou ayant son siège dans un État membre a le droit d'accéder aux documents de la Fondation. Les citoyens de pays tiers et les personnes morales qui n'ont pas leur siège dans un État membre peuvent également demander l'accès aux documents de la Fondation, mais ils sont soumis aux mêmes conditions que les bénéficiaires énumérés dans la première catégorie. Les demandes doivent être formulées par écrit, y compris par des moyens électroniques, et être suffisamment précises pour que la Fondation puisse identifier les documents."
"Question: Quel règlement de la Commission porte rétablissement de la perception des droits de douane pour les produits originaires de Chine dans les catégories 72, 88 et 97 et à compter de quelle date entre-t-il en vigueur ?",fr,"

Answer: Le règlement (CEE) n ° 1879/92 de la Commission, qui rétablit la perception des droits de douane à partir du 12 juillet 1992 pour les produits des catégories 72, 88 et 97 (numéros d'ordre 40.0720, 40.0880 et 40.0970) originaires de Chine."
Question: Quelles sont les tâches des laboratoires communautaires de référence visés par la décision du Conseil du 6 mars 1989 ?,fr,"

Answer: Les laboratoires communautaires de référence ont pour tâche de :
- coordonner la mise en oeuvre des bonnes pratiques de laboratoire dans les différents laboratoires nationaux de référence ;
- fournir aux laboratoires nationaux de référence des informations sur les méthodes d'analyse et les essais comparatifs à réaliser et leur communiquer les résultats ;
- fournir aux laboratoires nationaux de référence qui en font la demande un avis technique sur l'analyse des substances pour lesquelles ils ont été désignés comme laboratoires de référence ;
- distribuer des échantillons anonymes calibrés avec et sans résidus pour des essais comparatifs ;
- organiser des essais comparatifs entre les différents laboratoires de référence ;
- promouvoir et coordonner la recherche de nouvelles méthodes d'analyse et informer les laboratoires nationaux de référence des progrès accomplis dans le domaine des méthodes et des matériaux d'analyse ;
- identifier et quantifier les résidus dans les cas où un résultat d'analyse est contesté par des États membres ;
- organiser des cours de formation et de perfectionnement pour les experts des laboratoires nationaux ;
- apporter une assistance technique et scientifique aux services de la Commission ;
- établir et transmettre à la Commission un rapport annuel sur leurs activités ;
- collaborer avec les laboratoires nationaux de référence désignés par les pays tiers."
Question: Quel est le nom de l'accord relatif à la contribution européenne à la mise en place d'un système global de navigation par satellite qui a été approuvé par le Conseil de l'Union européenne en juin 1998 ?,fr,"

Answer: L'accord entre la Communauté européenne, l'Agence spatiale européenne et l'Organisation européenne pour la sécurité de la navigation aérienne relatif à une contribution européenne à la mise en place d'un système global de navigation par satellite (GNSS)."
Question: Quelle est la date jusqu'à laquelle s'applique la décision de la Commission modifiant la décision 2008/866/CE en ce qui concerne sa durée d'application ?,fr,"

Answer: La décision est valable jusqu'au 30 novembre 2010."
"Question: Quel est le taux des droits à l'importation dans le secteur des céréales, tel que fixé par le règlement de la Commission européenne n° 1692/2005 ?",fr,"

Answer: Le taux des droits à l'importation dans le secteur des céréales est fixé conformément à l'annexe I du règlement, sur la base des éléments indiqués dans l'annexe II."
Question: Quel est le montant estimé nécessaire pour exécuter le programme spécifique de recherche et de formation dans le domaine de l'énergie nucléaire (2002-2006) ?,fr,"

Answer: Le montant estimé nécessaire pour exécuter le programme s'élève à 940 millions d'euros."
Question: Quels produits peuvent bénéficier de l'indemnité compensatoire pour la période allant du 1er octobre au 31 décembre 1992 conformément au règlement de la Commission européenne ?,fr,"

Answer: Les produits suivants peuvent bénéficier de l'indemnité compensatoire pour la période spécifiée :

1. Thons blancs à chair claire (Albacore) en conserve d'un poids net supérieur à 10 kg ; et
2. Thons blancs à chair claire (Albacore) en conserve d'un poids net égal à 10 kg."
Q: Quel Conseil a décidé de conclure un accord de coopération avec le royaume de Norvège concernant un plan européen visant à stimuler la science économique et quand cette décision a-t-elle été prise ?,fr,"
A: Le Conseil des Communautés Européennes a décidé de conclure un tel accord le 25 février 1991."
"Question: Quelle est la période pour laquelle la Communauté participe au financement des dépenses supportées par le Portugal pour ses activités de surveillance et de contrôle des pêches, et quel est le montant maximal de cette participation financière ?",fr,"

Answer: La Communauté participe financièrement aux dépenses supportées par le Portugal du 1er janvier 1988 au 31 décembre 1991, à concurrence d'un montant maximal de 12 millions d'écus."
Question: Quelles régions ont été reconnues officiellement indemnes de brucellose (B. melitensis) pour les élevages ovins et caprins en vertu de la décision de la Commission du 28 octobre 2005 ?,fr,"

Answer: La province de Grosseto dans la région de Toscane a été reconnue officiellement indemne de brucellose (B. melitensis) pour les élevages ovins et caprins. La France a également été reconnue officiellement indemne de brucellose bovine."
"Question: Quelles sont la forme et le contenu des informations comptables qui doivent être transmises à la Commission aux fins de l'apurement des comptes du FEAGA et du Feader, ainsi que pour le suivi et les prévisions ?",fr,"

Answer: La forme et le contenu des informations comptables sont définis dans les annexes I («Tableau des X»), II («Spécifications techniques pour la transmission des fichiers informatiques au FEAGA et au Feader»), III («Aide-mémoire») et IV («Structure des codes budgétaires du Feader (F109)») du règlement (CE) no 941/2008."
Question: Quelle est la date limite pour la prise en compte des dépenses des opérations couvertes par le document unique de programmation pour les interventions structurelles communautaires dans la région du Land Hessen ?,fr,"

Answer: La date limite pour la prise en compte des dépenses des opérations couvertes par le document unique de programmation est le 31 décembre 2001."
Question: Quelles informations le règlement (CE) no 1493/2007 de la Commission exige-t-il que les producteurs et importateurs de gaz à effet de serre fluorés communiquent ?,fr,"

Answer: Les producteurs et les importateurs doivent fournir des estimations des quantités de gaz à effet de serre qu'ils produisent ou importent et des quantités destinées à être utilisées pour les principales applications. Ils doivent également indiquer les quantités utilisées comme intermédiaires de synthèse."
Q: Quel est le montant de l'aide octroyée pour l'approvisionnement de Madère en pommes de terre de semences pour la campagne 1996/1997 ?,fr,"
A: 4,226 écus par 100 kilogrammes."
Question: Quelles sont les quantités de fromage pour lesquelles une aide au stockage privé peut être accordée conformément au règlement (CEE) n° 1256/91 de la Commission?,fr,"

Answer: Une aide au stockage privé peut être accordée pour un maximum de 14 000 tonnes de fromage pecorino romano fabriqué dans la Communauté."
Question: Quelles sont les températures de l'eau auxquelles les compteurs d'eau chaude sont conçus pour fonctionner ?,fr,"

Answer: Les compteurs d'eau chaude sont conçus pour fonctionner avec de l'eau dont la température est supérieure à 30 degrés Celsius et ne dépasse pas 90 degrés Celsius."
"Question: Quels produits sont régis par l'organisation commune des marchés dans le secteur des semences, telle qu'établie par le règlement du Conseil (CE) n ° 1947/2005 ?",fr,"
Answer: Les produits suivants sont régis par l'organisation commune des marchés dans le secteur des semences :
- maïs doux hybride (code NC 0712 90 11), 
- pois (Pisum sativum) (0713 10 10), 
- pois chiches (ex 0713 20 00), 
- haricots des espèces Vigna mungo et Vigna radiata (ex 0713 31 00), 
- haricots «petits rouges» (Phaseolus ou Vigna angularis) (ex 0713 32 00), 
- haricots communs (Phaseolus vulgaris) (0713 33 10), 
- autres legumes à cosse secs (ex 0713 39 00), 
- lentilles (ex 0713 40 00), 
- fèves et féveroles (ex 0713 50 00), 
- autres légumes à cosse secs (ex 0713 90 00), 
- épeautre (1001 90 10), 
- maïs hybride de semence (ex 1005 10), 
- riz en paille (1006 10 10), 
- sorgho à grains hybride (1007 00 10), 
- fèves de soja (1201 00 10), 
- arachides non grillées (1202 10 10), 
- graines de lin (1204 00 10), 
- graines de navette ou de colza (1205 10 10), 
- graines de tournesol (1206 00 10), 
- autres graines et fruits oléagineux (ex 1207), et 
- graines, fruits et spores à ensemencer (1209)."
Question: Quelle est la quantité totale de certificats d'importation qui peuvent être émis en réponse aux demandes soumises du 24 au 28 septembre 2007 pour le numéro d'ordre 09.4336 (2006-2007) ?,fr,"

Answer: La quantité totale disponible pour l'émission de certificats d'importation est de 12 232,500 tonnes."
Question: Quel est le montant maximal de la contribution financière de la Communauté européenne au programme espagnol d'éradication de la brucellose ovine et caprine pour 1998 ?,fr,"

Answer: 5 500 000 écus."
Q: Quelle commission a décidé de conclure un protocole portant modification de l'accord européen entre les Communautés européennes et leurs États membres et la République de Slovénie et pourquoi ?,fr,"

A: La Commission des Communautés européennes a décidé de conclure un protocole modifiant l'accord européen entre les Communautés européennes et leurs États membres, agissant dans le cadre de l'Union européenne, et la République de Slovénie. La raison de cette décision est le retard pris dans la signature de l'accord européen et le fait que l'entrée en vigueur de l'accord intérimaire a été différée à 1997, ce qui nécessite des modifications dans l'accord."
Question: Quels sont les prix indicatifs et les prix d'intervention fixés pour les graines de tournesol pour la campagne de commercialisation 1990/1991 dans les États membres autres que l'Espagne ?,fr,"

Answer: Pour la campagne de commercialisation 1990/1991, le prix indicatif des graines de tournesol dans les États membres autres que l'Espagne est fixé à 58,35 écus par 100 kilogrammes et le prix d'intervention est fixé à 53,47 écus par 100 kilogrammes."
Question: Quelles sont les valeurs forfaitaires à l'importation visées par l'article 4 du règlement (CE) n° 3223/94 qui sont en vigueur à compter du 17 mai 2006 ?,fr,"

Answer: Les valeurs forfaitaires à l'importation sont fixées dans le tableau figurant en annexe du règlement (CE) n° 733/2006. Ce dernier établit les montants à appliquer pour la détermination du prix d'entrée de certains fruits et légumes."
"Question: Quelle est la quantité de l'obligation de livraison de sucre de canne à importer depuis le Zimbabwe pour la période de livraison 2003/2004, telle que modifiée par le règlement de la Commission européenne du 21 avril 2004?",fr,"

Réponse: La quantité de l'obligation de livraison de sucre de canne à importer depuis le Zimbabwe pour la période de livraison 2003/2004 est de 6858,11 tonnes."
Q: Quels accords sur le commerce des produits textiles avec des pays tiers le Conseil a-t-il décidé d'appliquer à titre provisoire à partir du 1er janvier 1996 ?,fr,"
A: Les accords bilatéraux sur le commerce des produits textiles avec l'Arménie, l'Azerbaïdjan, la Géorgie, le Kazakhstan, le Kirghizistan, la Moldova, le Tadjikistan et le Turkménistan."
Question: Quelles stations radio sont supprimées de l'annexe I du règlement (CEE) n° 2166/83 en vertu du règlement (CE) n° 1964/2001 ?,fr,"

Answer: Les stations radio de l'Allemagne et de la France."
Quelles sont les conditions auxquelles un État demandeur doit satisfaire pour obtenir une assistance dans le cadre du mécanisme communautaire visant à favoriser une coopération renforcée dans le cadre des interventions de secours relevant de la protection civile ?,fr,"

Un État demandeur potentiel doit d'abord être confronté à une urgence majeure, ou à une menace imminente d'une telle urgence, ayant ou pouvant avoir des effets transfrontaliers. Une urgence majeure peut être une catastrophe naturelle, technologique, radiologique ou environnementale, y compris une pollution marine accidentelle. Si l'État est confronté à une telle situation, ou à une menace imminente, son autorité compétente en matière de protection civile, ou ses points de contact, doivent immédiatement informer le centre de suivi et d'information de la Commission. Une fois cette condition remplie, l'État peut introduire une demande officielle d'assistance auprès du centre de suivi et d'information. La demande doit contenir toutes les informations pertinentes sur la situation, notamment les besoins spécifiques et l'aide demandée, ainsi que le lieu de l'intervention. Si l'assistance demandée concerne des équipes et moyens d'intervention, l'État demandeur doit également informer le centre de suivi et d'information du moment et du lieu d'arrivée de l'assistance, et du point de contact opérationnel sur place."
"Question: Quelles quantités de viande bovine désossée originaires de pays d'Afrique, des Caraïbes et du Pacifique peuvent faire l'objet d'une demande de certificat d'importation au cours des dix premiers jours d'octobre 2006 ?",fr,"

Answer: Du Botswana : 14 359 tonnes, du Kenya : 142 tonnes, de Madagascar : 7 579 tonnes, du Swaziland : 3 363 tonnes, du Zimbabwe : 9 100 tonnes et de Namibie : 7 492 tonnes."
Question: Quelles sont les actions que la Communauté peut financer pour développer la consommation de plantes vivantes et de produits de la floriculture communautaires et quel est le taux de ce financement ?,fr,"

Answer: La Communauté peut financer des actions de publicité et de relations publiques, y compris l'organisation et la participation à des foires et à des manifestations commerciales, à l'intérieur et à l'extérieur de la Communauté. Ces actions peuvent être précédées d'études de marché et accompagnées de la diffusion de conseils de marketing. Le taux de financement par la Communauté est de 60% au maximum des coûts réels des actions."
Question: Quels sont les prix utilisés pour calculer l'abattement des restitutions de fin de campagne pour le passage de la campagne 1995/1996 à la campagne 1996/1997 ?,fr,"

Answer: Pour le calcul de l'abattement, on utilise la différence entre les prix d'achat à l'intervention du riz paddy sans majorations mensuelles de l'ancienne campagne et le prix d'intervention de la nouvelle campagne."
Question: Quelles sont les conditions à respecter pour que les États membres autorisent l'importation de bovins et de porcins domestiques de la Slovaquie ?,fr,"

Answer: Les États membres autorisent l'importation de bovins et de porcins domestiques slovaques accompagnés de certificats sanitaires officiels, confirmant que les animaux satisfont aux conditions énoncées dans les annexes A, B, C et D de la décision. Les animaux doivent également respecter les conditions supplémentaires énoncées à l'article premier, paragraphes 2 à 4. Les États membres peuvent également exiger des conditions supplémentaires pour d'autres maladies que celles énumérées dans la décision."
"Quelles sont les exigences minimales en matière de capital initial pour les entreprises d'investissement qui ne négocient pas d'instruments financiers pour leur propre compte et ne souscrivent pas d'engagement de prise ferme d'émissions d'instruments financiers, mais qui détiennent les fonds et/ou les titres des clients et assurent un ou plusieurs des services suivants : réception et transmission des ordres des investisseurs portant sur des instruments financiers, exécution des ordres des investisseurs portant sur des instruments financiers ou gestion de portefeuilles d'investissement individuels en instruments financiers ?",fr,
Question: Quelles sont les deux denrées agricoles pour lesquelles l'importation depuis la République tchèque est régie par une procédure de certificat d'importation spécifique conformément au règlement (CE) no 925/2003 ?,fr,"
Answer: Le blé et le maïs."
Question: Quelle est la quantité totale d'alcool mise en vente lors de ces ventes publiques et à quelle fin sera-t-elle utilisée ?,fr,"

Answer: La quantité totale d'alcool mise en vente est de 380 000 hectolitres à 100 % vol. Cette alcool sera utilisée comme bioéthanol dans le secteur des carburants."
Question: Quels types de contrôles le règlement (CEE) n° 3912/92 du Conseil vise-t-il à éliminer aux frontières intérieures de la Communauté ?,fr,"

Answer: Le règlement vise à éliminer les contrôles et les formalités aux frontières intérieures de la Communauté concernant les opérations de transport par route et par voies navigables effectuées par des véhicules immatriculés ou autorisés dans un pays tiers."
Question: Quel règlement de la Commission a modifié le correctif applicable à la restitution pour les céréales le 19 juin 2002 et quel est son date d'entrée en vigueur ?,fr,"

Answer: Le règlement (CE) n ° 1065/2002 de la Commission a modifié le correctif applicable à la restitution pour les céréales. Il est entré en vigueur le 20 juin 2002."
Question: Quel est le montant des restitutions à l'exportation pour l'huile d'olive fixé par le règlement (CE) n° 1219/2002 ?,fr,"

Answer: Le montant des restitutions à l'exportation pour l'huile d'olive est fixé aux montants énumérés en annexe du règlement."
Q: Quelle est la date de la décision de la Commission approuvant une modification du programme-cadre concernant les régions méridionales de la France en vertu du règlement (CEE) n° 1760/78 ?,fr,"
A: La décision a été prise le 10 juin 1981."
Question: Quelles sont les dates auxquelles les demandes de certificats d'exportation pour certains produits transformés à base de céréales ont été rejetées ?,fr,"

Answer: Les demandes de certificats d'exportation pour les produits transformés à base de céréales ont été rejetées les 8 et 9 avril 2004."
Question: Quel règlement établit les valeurs forfaitaires à l'importation pour la détermination du prix d'entrée de certains fruits et légumes et quand est-il entré en vigueur ?,fr,"

Answer: Le règlement (CE) n ° 994/2003 de la Commission, qui établit les valeurs forfaitaires à l'importation pour la détermination du prix d'entrée de certains fruits et légumes, est entré en vigueur le 12 juin 2003."
"Question: Quels sont les droits de douane applicables aux importations dans l'UE de viande ovine et caprine en provenance d'Argentine, du Chili et de l'Uruguay en 2004 selon le règlement (CE) n ° 2233/2003?",fr,"
Answer: Les droits de douane étaient soit suspendus, soit réduits. Pour l'Argentine et l'Uruguay, ils étaient de 46,9 €/t pour la viande sous le code NC 0204 et de 11,9 €/t pour les animaux vivants sous les codes NC 0104 10 30, 0104 10 80 et 0104 20 90. Pour le Chili, ils étaient de 57,4 €/t pour la viande et de 13,4 €/t pour les animaux vivants."
Pourquoi la Commission conclut-elle que l'aide prévue à l'article 21 de la loi régionale n° 21/2000 est incompatible avec le marché commun ?,fr,"

La Commission estime que l'aide prévue à l'article 21 est une aide au fonctionnement qui ne contribue pas au développement du secteur agricole et est donc incompatible avec le marché commun en vertu du point 3.5 des lignes directrices concernant les aides d'État dans le secteur agricole. La législation communautaire ne prévoit aucune exception à l'interdiction des aides au fonctionnement pour ce type de mesure. Par conséquent, aucune des dérogations énoncées à l'article 87 du traité CE ne s'applique à cette aide."
Question: Quelles sont les quantités minimales requises pour les offres soumises en réponse aux règlements (CEE) n° 977/84 et (CEE) n° 978/84 ?,fr,"

Answer: Les offres soumises en réponse aux règlements (CEE) n° 977/84 et (CEE) n° 978/84 doivent porter sur une quantité minimale de 100 tonnes."
Question: Quels sont les taux de restitution applicables aux produits de base énumérés dans le règlement (CE) n° 1043/2005 et à l'article 1er du règlement (CE) n° 1260/2001 qui sont exportés sous forme de marchandises énumérées à l'annexe V de ce dernier règlement ?,fr,"

Answer: Les taux de restitution sont fixés à l'annexe du règlement (CE) n° 1392/2005."
"Question: Quelles mesures la Commission adopte-t-elle en réponse à un foyer confirmé d'influenza aviaire hautement pathogène du sous-type H5N1 dans le Landkreis de Görlitz, en Allemagne, et à proximité de la frontière polonaise ?",fr,"

Answer: La Commission modifie la décision 2006/415/CE afin d'actualiser les zones A et B qu'elle établit pour la prévention de la propagation de la maladie et les mesures de protection connexes. Elle abroge également la décision 2008/795/CE suite à l'examen de ces mesures provisoires par le comité permanent de la chaîne alimentaire et de la santé animale."
Question: Quelle est la date limite pour que les États membres assimilent les groupements de producteurs aux producteurs aux fins de la distillation obligatoire des vins et des sous-produits de la vinification ?,fr,"

Answer: La date limite pour l'assimilation des groupements de producteurs aux producteurs dans le cadre de la distillation obligatoire est le 31 août 1994."
Question: Quel règlement de la Commission fixe les droits à l'importation dans le secteur du riz et quand est-il entré en vigueur ?,fr,"

Answer: Le règlement (CE) n ° 1977/2002 de la Commission fixe les droits à l'importation dans le secteur du riz. Il est entré en vigueur le 7 novembre 2002."
